sample_uid	A1	A1ej	1481_A	A13a	A13b	29386_A	A1aw	A4u	8177_A	A1eh	29389_A	26443_A	A1av	A1em	29388_A	A1z	2361_A	A1bc	1895_A	5125_A	29391_A	A1bw	55184_A	A13	3269_A	5882_A	A1bx	56774_A	A1bf	1438_A	966_A	A13d	6587_A	7695_A	72723_A	72683_A	A4w	A4v	72724_A	57415_A	2143_A	3262_A	5887_A	A4x	30814_A	72717_A	72716_A	6528_A	2379_A	A1g	72682_A	A1eb	1051_A	A1.2	67400_A	885323_A	56781_A	A3	6364_A	3271_A	72736_A	1892_A	54877_A	963_A	2370_A	54878_A	55937_A	56171_A	72737_A	9535_A	57115_A	72738_A	10672_A	57116_A	72715_A	54515_A	61701_A	57992_A	61510_A	72741_A	72740_A	54512_A	72739_A	A1do	72712_A	59818_A	9426_A	54897_A	72742_A	61511_A	54511_A	8195_A	57047_A	9875_A	56775_A	3283_A	56772_A	22415_A	56360_A	72718_A	54921_A	7447_A	72720_A	885324_A	A1ep	72725_A	5217_A	4625_A	A1bk	72743_A	13479_A	72679_A	56175_A	72744_A	72745_A	A1eq	72752_A	72751_A	72680_A	72681_A	57993_A	B1	C1	C39	C1c	C15	C1b	C64a	C72k	C1x	7602_C	72684_C	C3cm	48404_C	C1w	8530_C	C22b	72685_C	C1al	C3	834_C	864_C	8608_C	849_C	72687_C	2661_C	C15h	C39g	866_C	871_C	C42.2	2087_C	72686_C	644346_C	2093_C	10425_C	72689_C	5966_C	4134_C	C3ew	C39c	879_C	72688_C	13929_C	2953_C	C41	C1af	21508_C	281_C	72690_C	5757_C	C15ai	2727_C	19361_C	11403_C	C39a	72691_C	C1br	72700_C	72692_C	72693_C	72695_C	72696_C	99_C	72694_C	72726_C	1617_C	1191_C	C1bh	C1cb	C15r	14447_C	C3gulf	21038_C	C66	32293_C	72697_C	72699_C	72698_C	C15er	C15a	72727_C	511511_C	72701_C	72703_C	72702_C	C15av	742_C	72704_C	72705_C	C2a	C15gk	C15an	72728_C	4548_C	4105_C	4104_C	28300_C	72707_C	72706_C	72711_C	72710_C	72709_C	72708_C	C72	C2b	C15eo	C15de	72729_C	5688_C	1614_C	15641_C	72719_C	C93a	72731_C	72730_C	1335_C	10788_C	884544_C	14436_C	2170_C	D1	D4	D4c	D6	D4f	D2	D1h	D1r	2795_D	2131_D	5712_D	2986_D	2102_D	D10	D5m	908_D	D17d	6884_D	D17c	D1u	D1c	D6c	D4d	D4i	2899_D	D17e	D4k	72749_D	2896_D	2897_D	10401_D	D17k	1751_D	D17	72713_D	2615_D	21129_D	D4j	6835_D	72750_D	10174_D	72722_D	29125_D	14962_D	72746_F	72747_F	72721_F	72748_F
106027	0.9199244295887226	0	0.020382211887807006	0.009954948408661532	0.008429007411713414	0.011335561691614591	0	0	0.007048394128760354	0	0	0	0	0.014096788257520709	0.0043234994913530014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004505159133846825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106015	0.845173584231525	0	0.01762639194902638	0.027094622759483118	0.023849222890490084	0.01610790210206634	0	0	0.013874828797713333	0	0.009825522539153218	0	0	0	0.00872387304233907	0	0	0	0.00527005299827309	0	0.007800869409873162	0	0.005805990591317811	0.005895313523491931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012951825165247425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106013	0.8205842814518509	0	0.018230105905111642	0.03587002852552543	0.027377946817928458	0.01921374471294141	0	0	0.015508705203449293	0	0.012688940621003968	0	0	0	0.009508508475687728	0	0	0	0.0061641365290665264	0	0.005836256926456605	0	0.005770681005934621	0.005508377323846684	0	0	0	0	0	0	0	0	0.01773828650119676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106021	0.7840764331210192	0	0.018369426751592356	0.054980891719745226	0.03419108280254777	0.023592356687898088	0	0	0.018496815286624203	0	0.013859872611464968	0	0	0	0.010522292993630573	0	0	0	0.005707006369426752	0	0.009248407643312102	0	0.005528662420382166	0.005554140127388535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00978343949044586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006089171974522293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106019	0.8068895935428078	0	0.018160853271836263	0.034015566445661574	0.02983568751801672	0.018506774286537908	0	0	0.017036609974055924	0	0.013000864802536755	0	0	0	0.011559527241279908	0	0	0	0.007206687806284232	0	0.006226578264629576	0	0.006341885269530124	0.006082444508503892	0	0	0	0.004842894205823004	0	0	0	0	0.020149899106370713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014413375612568464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106014	0.7780152118797538	0	0.017638536762042738	0.04089098152843173	0.03745019920318725	0.024049257515392972	0	0	0.02151394422310757	0	0.014885910901847156	0	0	0	0.013111191597247374	0	0	0	0.008547627671133647	0	0.011300253531329229	0	0.009380659181455994	0.008728721477725462	0	0	0	0	0	0	0	0	0.014487504527345164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106016	0.7303211258195181	0	0.015534304923372447	0.058128366810038835	0.041633607550006266	0.026683927005470415	0	0	0.023217939616653444	0	0.01900029231218942	0	0	0	0.017538731365097926	0	0	0	0.008936401219359418	0	0.013655155134254813	0	0.009729820019209088	0.008978160103562033	0	0	0	0.00793418799849668	0	0.012110076418758092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006597903704013029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106017	0.7529667448599421	0	0.01752449289361115	0.04132744583965779	0.035324962053263416	0.027873602870153166	0	0	0.02383744997930178	0	0.01752449289361115	0	0	0	0.014074789568097143	0	0	0	0.008382779080999034	0	0.010107630743756037	0	0.009900648544225196	0.0074858562163653926	0	0	0	0.005450531254312129	0	0.010590589209327999	0	0	0	0	0	0	0	0	0	0	0	0.011487512073961639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00614047191941493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106020	0.7366012246701598	0	0.017833470109210277	0.04589356732529512	0.0424846916230036	0.02648191402057951	0	0	0.024619657849883216	0	0.016823432864086864	0	0	0	0.014361467079098541	0	0	0	0.009027207878290512	0	0.01152073732718894	0	0.008743134903099551	0.00789091597752667	0	0	0	0.0062811691181112305	0	0.012309828924941608	0	0	0	0	0	0	0	0	0	0	0	0.012530774572312353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006596805757212297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105997	0.9182986030844424	0.010270466629239456	0.020540933258478913	0	0	0	0	0	0	0	0	0	0	0	0	0.02202701363891549	0.02030976519929989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008553218189623856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106002	0.9206819866567828	0.008211210583338084	0.019758225466157266	0	0	0	0	0	0	0	0	0	0	0	0	0.01887437988253407	0.018389690368934255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005987341050350687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008097165991902834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105999	0.9204637650815253	0.007825381454631108	0.020571069643277762	0	0	0	0.007851553298960978	0	0	0	0	0	0	0	0	0.018267947342249208	0.018817556073176478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006202727106179172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105998	0.9186052773290253	0.007485191168551427	0.020220786214324177	0	0	0	0.011200861604738826	0	0	0	0	0	0	0	0	0.019897684437264404	0.016101238556812062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006488960689283791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106035	0.9177176748008146	0.008932080460180786	0.019829218621601342	0	0	0	0.009360820322269463	0	0	0	0	0	0	0	0	0.013934045517882025	0.015506091678873844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00557361820715281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005609346528993533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006431097931330165	0.0002858265747257851	0	0	0.001000393011540248	0	0	0	0	0	0	0	0	0	0	0.0008932080460180785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001786416092036157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021436993104433885	0.0001786416092036157	0.00014291328736289256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106003	0.9148058097127135	0.0066542965000959756	0.020570733892123615	0	0	0	0.017531511932945165	0	0	0	0	0	0	0	0	0.014428306353573485	0.014556273593959947	0.006366370209226438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005086697805361827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105990	0.9010639018770753	0.007250796232296537	0.018872399539201733	0	0	0	0	0	0	0	0	0	0	0.0076235007115267334	0	0.02663142915226672	0.020735921935352713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049806871315307985	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004607982652300603	0.008233380768448872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106032	0.6330317435976077	0	0.01656187701272811	0	0	0	0	0	0	0	0	0	0	0	0	0.02576291979757706	0	0	0	0.14491642386137096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018248734856617082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009814445637172212	0	0	0.00843428921944487	0	0.007974237080202423	0	0	0	0	0	0	0	0.004140469253182027	0	0	0.006440729949394265	0	0	0	0	0	0.005367274957828554	0	0	0.005060573531666922	0	0	0.00475387210550529	0.00475387210550529	0	0	0	0	0.004447170679343659	0.003987118540101212	0	0.003833767827020396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010427848489495475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006134028523232633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007667535654040791	0	0	0	0	0	0	0	0	0.03787762613096151	0.022235853396718294	0.003833767827020396	0	0.0018402085569697898	0	0.0009201042784848949	0.0007667535654040791	0.0007667535654040791	0.0007667535654040791	0	0.0015335071308081583	0	0	0	0.0006134028523232633	0	0	0	0.0023002606962122373	0	0	0	0.0013801564177273425	0.0006134028523232633	0	0	0	0	0.0006134028523232633	0	0	0	0	0	0	0	0.0009201042784848949	0.0009201042784848949	0	0	0.0006134028523232633	0.0006134028523232633	0.0006134028523232633	0	0	0.0009201042784848949	0
106023	0.7605479996028989	0	0.015222211191634402	0.05238426155729839	0.02736688838148185	0.021509646249048612	0	0	0.015056752374334029	0.04427677950958007	0.012343227770607895	0	0	0	0.01098646546874483	0	0	0	0.005493232734372415	0	0.006419802111254509	0	0	0	0	0.009298785532281015	0	0.008603858499619445	0	0	0	0.010490089016843708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
